cc_num,amt,gender,city_pop,trans_num,age,trans_hour,trans_day_of_week,trans_weekend,trans_month,distance,avg_amt,total_transactions,total_fraud,fraud_rate,merchant_encoded,job_encoded,category_entertainment,category_food_dining,category_gas_transport,category_grocery_net,category_grocery_pos,category_health_fitness,category_home,category_kids_pets,category_misc_net,category_misc_pos,category_personal_care,category_shopping_net,category_shopping_pos,category_travel
348789608637806,190.71,0,331,9b7c7b6f98efc0edfc2ce09bb9930673,69,8,0,0,12,104.58663385347889,59.39782683093772,2922,9,0.0030800821355236,531,459,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4396682467723,52.89,1,214518,85ace24918c7ac68114cd5af80a04b45,59,22,0,0,3,127.98316732186656,69.2527815468114,737,8,0.010854816824966,469,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2383461948823908,95.67,1,1892,b573aa9e0edb7fdd4b7f93b43c3c0a1f,63,8,3,0,4,14.845125880231452,59.288058683043324,2931,15,0.0051177072671443,426,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0
676173792455,118.2,0,92043,de65d8cd427a22bc40e35ba630b17b45,59,15,3,0,12,80.07646774250415,68.13038795070743,2191,9,0.004107713372889,397,85,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4855488158131690372,72.14,1,970,0e17810304a4e9f7168adf788190fc1a,25,7,6,1,6,96.43117688541264,95.23212162623848,2927,14,0.0047830543218312,243,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0
378858024506425,215.02,0,17047,44ff870c78d697133898c78c9f58ee5b,85,16,0,0,4,83.66613601604209,65.00795779441798,1469,12,0.0081688223281143,551,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30235438713303,6.33,1,5512,52c01a04e53673bc26da20bf4825cac0,40,23,4,0,10,21.06373204566744,58.77489863013699,3650,11,0.0030136986301369,675,188,0,0,0,0,0,0,1,0,0,0,0,0,0,0
180056173248083,161.88,1,4474,8d07abfa886551fcc5ce66da953d48fb,43,15,6,1,12,123.9545408392515,58.691561008861626,1467,8,0.0054533060668029,46,150,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4089096483689733451,6.31,0,24536,89907c1f88caf56391d227be3f1488c9,36,22,0,0,5,115.1694406015096,88.12627970749543,2188,2,0.0009140767824497,200,301,0,0,0,0,0,0,0,0,0,0,0,1,0,0
347073228412010,72.58,1,110,eba93d4c99e203c99c97db5a4b455320,47,23,0,0,10,73.47353304056122,92.97521145975443,1466,9,0.0061391541609822,80,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0
213178850083780,99.11,1,1302,d5018c792a4ab13e3d167e9a4859cdd9,42,0,3,0,4,121.5507180033805,93.61953075170842,2195,8,0.0036446469248291,20,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0
376012912828093,81.18,1,92294,e90081987d013f398b767f9edc0d8d2e,50,1,1,0,7,87.73274325753505,65.44073087431694,1464,7,0.0047814207650273,99,86,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4745996322265,300.78,0,1423,01c48c5c09d9c4583966a66cc0d5019c,21,13,0,0,10,56.61417791192131,75.75266195255475,4384,10,0.0022810218978102,247,373,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4045036286570100739,13.39,0,3066,6f606906e4331e2969fcf20647cb870e,91,0,0,0,3,64.7582600845271,70.60387559808612,1463,9,0.0061517429938482,383,359,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6011652924285713,6.49,0,1847,64dcecdd088b1020c4d1e5c3ebb8433d,30,17,0,0,9,88.11611192399096,56.08876912537109,4379,8,0.0018269011189769,640,450,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2720433095629877,1.07,1,3224,cd7c353244c0ab1f676555ad2b5e23f6,22,19,6,1,6,92.23143322689089,51.02070187471422,4374,16,0.0036579789666209,114,164,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3533012926413100,1.85,0,1684,02e721965a14deada7a06dd219dee29a,25,13,5,1,2,110.97089685935516,56.99743326488706,2922,7,0.0023956194387405,601,240,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4599735407877245080,20.08,0,5577,7c073b0df545e31fe275d820b888101c,54,17,0,0,7,114.01135484895062,65.55528649386085,1466,8,0.0054570259208731,207,212,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4653879239169997,6.63,0,6841,0eb6de47059e64e18887588a3a378aa1,21,14,1,0,12,100.65872972060436,50.18193309569509,3647,14,0.0038387715930902,671,473,0,0,0,0,0,0,0,1,0,0,0,0,0,0
180067151859700,11.08,0,128354,d91b32956247d6d41be3e6041df1b1e3,28,17,3,0,12,98.33978451174922,88.36294842537654,2191,9,0.004107713372889,101,455,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3596357274378601,3.15,1,3688,fa1fff95c87e21a88a60591d986fb990,46,20,2,0,1,116.6354270045241,61.626926778961845,2909,7,0.0024063251976624,540,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3599237318576484,8.68,0,341,ecccd9ad11089591d6bbf440f5b736ec,86,3,2,0,1,66.98551204206038,60.79068660774984,1471,12,0.0081577158395649,179,250,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3547574373318979,9.4,1,2092,3e5769dee6dad63604e805a49e22b2d9,57,6,4,0,6,86.80392715203342,63.02024090909091,2200,14,0.0063636363636363,310,371,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6011382886333463,61.69,1,864,414f1194102c890c47ecf405f470308a,77,14,4,0,10,43.19312678510035,70.79876954452753,1471,15,0.0101971447994561,199,210,0,0,0,0,0,0,0,0,0,0,1,0,0,0
372246459334925,9.57,1,1979,20a4d6a9d102f9a92f0665601289f9dd,49,12,6,1,11,23.807483416092,63.77861300591179,2199,11,0.0050022737608003,264,301,0,0,0,0,0,0,0,1,0,0,0,0,0,0
501802953619,74.88,1,308,3084c7cfced5e3ea98115160cbf31580,62,6,0,0,11,76.9274365496403,64.41504102096627,2194,7,0.0031905195989061,243,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0
213193596103206,136.23,1,95,699109778e3945b6904321fda321873d,26,8,0,0,3,35.29265743921637,93.79548353909465,2916,8,0.0027434842249657,403,147,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3597337756918966,114.28,0,7565,8d2807844fceccad027f5a2918da0209,68,11,3,0,10,110.07933276727604,62.25675085324232,1465,9,0.0061433447098976,656,249,0,0,0,0,0,0,0,0,0,0,0,0,1,0
213173753804333,4.72,1,5791,07d1e5123aca29d24a4c15ad4ad51631,59,6,2,0,9,91.59422639315387,65.42150296939242,2189,9,0.0041114664230242,222,134,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4191109180926792,46.61,0,4512,b0ce2e69b71c535e2fd68e2f4e0bd327,26,15,0,0,5,84.04730583482589,82.56334396355354,2195,7,0.0031890660592255,283,191,0,1,0,0,0,0,0,0,0,0,0,0,0,0
639023984367,59.33,0,69,deec5145d216ecc454dd17df1626b07c,28,0,6,1,8,90.69462605878464,61.646810958904105,3650,14,0.0038356164383561,559,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0
675961917837,166.77,1,142,155dc3c0e71024427f23a7c5a73cf17b,51,21,4,0,4,12.626271190577397,86.59301480484523,743,13,0.0174966352624495,44,82,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6544734391390261,98.6,1,23727,6530d1b1c6e210a331b0eda1d42a08b0,38,13,3,0,3,74.72526005916684,59.54890967153285,2192,9,0.0041058394160583,496,97,0,0,0,0,0,0,0,1,0,0,0,0,0,0
676102124465,94.87,0,94014,ad1db29dc9886904f94e3c545af327c1,33,20,5,1,6,53.0419184801519,94.91780178326476,2916,6,0.0020576131687242,458,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2291163933867244,57.41,1,333497,1cef92b195bc755b0aa9e627b3c13667,52,16,0,0,3,108.7300206757376,67.85708314402544,2201,12,0.0054520672421626,35,288,0,0,0,0,0,0,0,0,0,0,1,0,0,0
503874407318,12.22,1,1595797,c2eadf94beabf789778c84fbd2681b2e,44,17,3,0,4,108.0169750546164,60.25340629274966,3655,9,0.0024623803009575,690,188,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30230540139182,50.96,1,645,37f7d71b648a6431d291757e4a42a2cd,45,20,5,1,11,100.37681495285764,93.84961240310078,2193,11,0.005015959872321,537,325,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4301028321766222513,91.25,1,198,8e6ffdb03d5fae12ea2781332b2b8e8c,41,8,6,1,11,41.71929830249852,96.90269532582737,2931,14,0.004776526782668,447,419,0,0,0,0,1,0,0,0,0,0,0,0,0,0
36722699017270,58.71,0,2872,8c3c8186855377cd6623ea46fdc0ec55,31,10,6,1,3,97.34717678816816,87.15752908966462,4383,7,0.001597079625827,399,335,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6011581063717667,32.08,1,805,31102105778e37cc5f5319e9ee3d0fca,50,17,6,1,9,61.84876034187533,74.19323886639677,741,13,0.0175438596491228,558,354,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6011724471098086,2.24,0,3684,c4a301637bd9af5523abfc01aa9b95a2,38,3,5,1,10,117.97945145712224,88.70429745275267,3651,7,0.0019172829361818,513,307,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6011388901471808,47.52,0,427,a1993a5b2ce88ebfde4022aea697971d,69,20,0,0,10,114.73614639519715,61.90281506849316,2920,5,0.0017123287671232,11,299,0,0,0,0,0,0,0,0,0,0,1,0,0,0
373905417449658,81.83,0,2526,223618dda1c0717e0afe8909ffc39a03,50,9,5,1,10,27.33501942750484,87.33323739035089,3648,13,0.003563596491228,55,342,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38588538868506,7.97,0,498,025d0e3aa4a90c67a2a8888a45c8529b,29,15,4,0,12,102.5092197856123,59.95686536485098,2919,8,0.0027406646111682,49,270,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3559160581764413,536.07,1,1453,210b018042a9446b40f160eb86016d0a,45,22,5,1,11,50.68390654327487,96.29070963318478,2917,9,0.0030853616729516,516,478,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4810839835482794272,2.93,0,760,85bdfcd51a542dc5d9db3dd4f6afb980,34,17,2,0,2,68.15191042623394,64.2094897260274,2920,0,0.0,80,364,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3551217896304745,334.79,0,6120,08e6e331de805f5dae023f7acd8d7c6b,43,16,0,0,7,74.46219244858318,84.99976451760402,4374,3,0.0006858710562414,422,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0
571365235126,30.51,0,372,3bd3a0adf0699764b5da05b25569d413,24,19,0,0,5,47.23489193248667,59.39297439414723,4374,10,0.002286236854138,138,189,0,0,0,0,0,1,0,0,0,0,0,0,0,0
374497717543058,16.67,0,1190,1c5f4a8863aed5209f511c96a7099320,70,13,0,0,1,24.088339709648928,61.59708518645228,2923,11,0.0037632569278138,506,121,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4783226709001,130.36,0,320,1651a796b0154319f107a95f82ba719c,57,8,3,0,2,72.07519030418544,60.37725703905541,2202,14,0.0063578564940962,359,194,0,0,0,0,1,0,0,0,0,0,0,0,0,0
676372984911,73.07,0,242,aa29354543668ec2786bea88ffc2c077,31,6,6,1,6,87.29619259783597,60.07083584543711,3649,13,0.0035626198958618,605,475,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4306630852918,9.08,0,927396,d8acb702c187f08159cb2d9fdbb32096,59,1,4,0,6,54.77442745172832,73.89236177474403,1465,8,0.0054607508532423,473,315,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36721445180895,107.21,1,1666,9c67c40af39d5abfb75bdc6ca42a818e,51,6,5,1,8,119.43554140592644,63.419590536851686,2198,15,0.0068243858052775,360,132,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4561546772499,20.54,1,7268,ea23319eeaf839f4b064d6ab718da4e6,31,20,1,0,12,41.397729632791126,60.044876712328765,3650,8,0.0021917808219178,171,468,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4862293128558,8.48,0,489,f917d5f4f800a5c4f297508a9c74c7b0,63,5,4,0,8,53.841979991327904,61.13033607681756,2916,4,0.0013717421124828,247,332,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3521417320836166,71.99,0,910148,dfef9f1a611333af23457f1a38fb864e,43,12,4,0,7,82.71106195310988,88.15605353466026,4371,6,0.001372683596431,667,198,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2610529083834453,184.25,0,22191,ebadda373c1548bb4f0ad02fed8e9ef4,24,2,0,0,7,37.29810263453152,98.93885444743935,742,14,0.0188679245283018,241,353,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4069975342931683,7.23,0,21902,5507a7ca92c1cc4cf3bd1e0fc0efea70,39,16,6,1,12,35.63935450660797,88.06044284243049,2913,3,0.0010298661174047,617,439,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30150717898388,9.02,1,653,e0a43b81f374882ee0b3615d4629a271,52,8,1,0,2,56.58909107752066,60.24994988610479,2195,6,0.0027334851936218,687,328,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3556613125071656,58.34,1,28739,80dd843598ab27b43d43d7d22cf74bb3,19,8,0,0,8,130.42699450387195,50.45228899207866,3661,16,0.0043703906036602,24,207,0,0,1,0,0,0,0,0,0,0,0,0,0,0
180056173248083,58.59,1,4474,2c9dac94598ddd35dceccbd332acbf36,43,2,3,0,3,98.94797458041712,58.691561008861626,1467,8,0.0054533060668029,309,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4342532437704183,8.39,1,4354,bc5a41deca05df642356d2bf97d5b484,25,23,4,0,8,89.77889405800198,63.178949771689496,2190,7,0.0031963470319634,115,206,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3597926034019603,100.69,1,9496,c258a546f29dc41fa526f0bacc4d344c,26,14,5,1,12,127.09009358656132,61.55182626538988,1462,7,0.0047879616963064,236,204,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4586260469584,54.08,0,1631,11b1c7bd9765081feac6c5cff6ef2add,66,0,0,0,4,71.75652909802756,64.33335726495727,2925,15,0.0051282051282051,549,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4377338765909719,127.63,1,4729,83c37aa5384bc802a55114cea4fc57c0,36,14,3,0,1,82.29842771854256,56.86547537619699,2924,7,0.0023939808481532,125,214,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4651007077623147,89.63,0,759,49734e5a4914c982857b1098f76bdd71,64,9,2,0,11,62.54758567676556,60.78092769440654,1466,12,0.0081855388813096,301,486,0,0,0,0,0,0,0,0,1,0,0,0,0,0
340103199302564,1.18,0,12486,fc8012e48009cae8c06d7be8045c9e84,85,7,0,0,6,65.14763140329272,66.02142857142857,1463,7,0.0047846889952153,311,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4897067971111209737,63.48,1,42619,54f3e5c8db2d8427d45df4b39f2d555c,43,9,5,1,1,85.14893660799612,65.18087015635622,1471,12,0.0081577158395649,600,180,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4822367783500458,6.58,1,33804,0887dbd6a8add5e7ecb11a69911fa473,30,19,5,1,12,14.059933615989564,61.17552289815448,1463,10,0.0068352699931647,392,187,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30230540139182,87.68,1,645,e5f4b67c8c39fb5cda01572bde94c8ff,46,3,0,0,11,125.3662496980808,93.84961240310078,2193,11,0.005015959872321,8,325,0,0,0,0,0,0,0,0,0,0,0,1,0,0
213191402330021,6.51,1,817312,4965caabcb86454a6d27e2024f7d1dd5,15,18,5,1,2,58.032179755311496,46.99099543378996,2190,0,0.0,630,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2712209726293386,70.21,0,378909,41413ee78edf186561ec71e1f5f6f8b8,42,6,6,1,4,136.89467848336497,90.74712259835316,4372,5,0.0011436413540713,24,123,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4260059589824237,57.08,1,4005,750b53c8bf962e2ce676d305cce2f6c5,75,3,0,0,5,87.02741784353903,77.29775978407557,741,12,0.0161943319838056,497,310,0,0,1,0,0,0,0,0,0,0,0,0,0,0
180042946491150,2.26,1,341043,ccfedd8ef58602878779f764e2d3fa1f,30,4,1,0,8,64.81757814457002,57.45390961999316,2921,8,0.0027387880862718,140,165,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4509922033272157,38.47,0,811,4efd2445cd09d3eb0502c8fd5fec0f8e,47,20,6,1,3,94.57252781161591,58.858863172226,1469,11,0.0074880871341048,660,311,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4079773899158,44.62,1,129,00861b270f53320f179916f6a54b9c58,53,2,4,0,1,89.42075347604766,60.99805203697364,2921,11,0.0037658336186237,77,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4792627764422477317,219.83,0,5760,51221bb336d57098534084b4c03859e1,40,5,4,0,1,15.225932854732372,84.13513426669728,4357,5,0.0011475786091347,239,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3568255211412877,4.04,1,5341,ec2e81417e468781540130ab6d3d17e9,26,10,2,0,12,69.06454565648401,59.70292465753425,2920,7,0.0023972602739726,405,47,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5104807169438134,292.92,0,3255,79c2f9283dbabd95a0f86a9a7b1c4dcb,42,17,3,0,8,100.82425062214284,91.074205862304,1467,8,0.0054533060668029,347,196,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4311368326621416041,50.1,1,648,78006272993536c9dee2ebf5d904732f,49,21,0,0,5,106.0098871058151,62.13870636550308,1461,7,0.0047912388774811,369,97,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4657269323674365,90.63,0,3699,921a17e76309dab85c7785b15f368dae,70,15,5,1,2,37.55253631673849,65.19506802721088,1470,10,0.0068027210884353,658,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6011999606625827,90.64,1,4664,df8f43f4e4aa7dece1adbc7dd86b1474,55,13,0,0,8,104.44911146169332,66.89653916211293,2196,9,0.0040983606557377,520,388,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4613314721966,47.0,1,885,d230aaf41e99ae7c41997cc0310c84c5,30,11,1,0,6,29.26763392440504,96.91793072014585,2194,8,0.0036463081130355,632,428,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6011109736646996,79.02,0,186140,c758dfd53de67463925c083eaa733bd6,37,15,2,0,5,124.57367040354616,87.44277180132752,4369,2,0.0004577706569008,122,178,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4099707841315751,5.15,1,9815,a827aa7ebf0af2ada43e8faf34051b74,45,4,5,1,12,106.95640647939834,64.10748016415869,3655,12,0.0032831737346101,349,121,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30270432095985,79.73,0,725,3d01d0d621ce3dbef798d6ffb44eb67c,47,1,2,0,9,107.04169021108076,56.47913479052823,4392,15,0.003415300546448,86,179,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4783226709001,4.22,0,320,46f9392c677baf712b7e6c8bbdd9265c,59,9,3,0,8,113.22311830683124,60.37725703905541,2202,14,0.0063578564940962,295,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6011348830550197,41.03,1,493806,f183098e078fbb093652f297b6f7d96f,39,22,0,0,9,63.52594399150677,59.46539135194308,3654,11,0.0030103995621237,433,307,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30029052116970,49.62,1,3833,425d71d9071779e0451a42e6275f9c8d,49,11,2,0,10,72.82966571521882,57.356073137388925,2926,11,0.0037593984962406,345,297,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3587044315915002,66.47,1,1804,20b490563127a75b374c53c2e3a40241,46,13,0,0,12,110.878029052296,96.71686247723132,2196,12,0.0054644808743169,370,91,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4110266553600176127,109.11,0,1686,28be9c99dc4b467dcbba6f45d68e0c6a,32,7,0,0,8,110.39247466070802,54.87845528455285,738,10,0.013550135501355,130,144,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4247921790666,7.77,0,22305,fdca00574132f682bd678898d95f47a6,81,0,2,0,2,46.508287562783465,68.62227501142074,2189,8,0.0036546368204659,554,461,0,0,0,0,0,0,0,0,0,1,0,0,0,0
630423337322,116.07,0,149,eee1097a452bd1c17dc1fe7c69f1c437,41,3,6,1,8,69.97028898170831,56.07811325080239,4362,7,0.0016047684548372,268,431,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4260128500325,19.16,0,230,ef703365de2fa4bdfb427ed07228d12f,22,14,5,1,5,88.50766075286681,73.71930877671669,2199,18,0.0081855388813096,612,103,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4476840372112,36.26,1,3395,fa756c4784f87eb8cf5b4d9c37d39aa3,40,19,3,0,3,59.12876270138497,52.46714236824093,2922,10,0.0034223134839151,499,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4223708906367574214,91.83,1,177,f2176b18e28a2a08d71a036b15559f73,45,6,0,0,7,76.65473812232496,97.28502049180328,2928,12,0.0040983606557377,392,188,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4862293128558,167.45,0,489,668fd2af3a3fd156573d718b6c581ba1,63,20,0,0,2,58.771747757007496,61.13033607681756,2916,4,0.0013717421124828,490,332,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3593118134380341,36.45,0,1131,05b28f81cc91293a788b5f6d7d6c4ed1,61,12,0,0,12,91.97871422364749,62.0895106091718,2922,8,0.0027378507871321,663,281,0,0,0,0,0,0,1,0,0,0,0,0,0,0
370818583810103,71.35,1,3684,fc581edaddb98f4b1affffebd049ec1f,44,1,1,0,12,46.5983556254816,64.43717703349282,1463,7,0.0047846889952153,20,210,0,0,0,0,1,0,0,0,0,0,0,0,0,0
180046617132290,229.52,0,3119,e6e85302de546cb7874e6d9585b95976,77,10,6,1,8,30.89501310771115,70.37346994535518,1464,8,0.0054644808743169,237,455,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30273037698427,91.85,1,111,8d99385f815e588142169b9f5995f50e,19,5,6,1,4,81.78154932020269,72.74936228571428,4375,8,0.0018285714285714,43,62,0,0,1,0,0,0,0,0,0,0,0,0,0,0
577588686219,121.47,1,972,8084cca3c7223703ab02c8e8d34ac3d5,22,21,3,0,8,12.895992397389652,72.30850889192887,2193,8,0.0036479708162334,165,380,0,1,0,0,0,0,0,0,0,0,0,0,0,0
